timestamp,timestamp_unix,d_2-1,dt_2-1,d_2-3,dt_2-3,d_3-2,dt_3-2,d_3-4,dt_3-4,d_3-6,dt_3-6,d_4-3,dt_4-3,d_4-5,dt_4-5,d_5-4,dt_5-4,d_5-6,dt_5-6,d_6-0,dt_6-0,d_6-3,dt_6-3,d_6-5,dt_6-5
2023-04-05 13:58:40.286821,1680703120,110,131,116,163,266,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 14:28:40.286821,1680704920,110,117,116,164,266,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 14:58:40.286821,1680706720,110,117,116,163,266,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 15:28:40.286821,1680708520,110,119,116,160,266,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 15:58:40.286821,1680710320,110,137,116,166,266,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 16:28:40.286821,1680712120,110,137,116,164,266,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 16:58:40.286821,1680713920,110,139,116,156,266,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 17:28:40.286821,1680715720,110,130,116,148,266,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 17:58:40.286821,1680717520,110,116,116,110,266,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 18:28:40.286821,1680719320,110,109,116,103,266,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 18:58:40.286821,1680721120,110,103,116,103,266,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 19:28:40.286821,1680722920,110,102,116,100,266,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 19:58:40.286821,1680724720,110,102,116,97,266,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 20:28:40.286821,1680726520,110,98,116,95,266,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 20:58:40.286821,1680728320,110,99,116,94,266,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 21:28:40.286821,1680730120,110,100,116,94,266,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 21:58:40.286821,1680731920,110,97,116,94,266,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 22:28:40.286821,1680733720,110,95,116,87,266,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 22:58:40.286821,1680735520,110,96,116,77,266,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 23:28:40.286821,1680737320,110,93,116,79,266,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-05 23:58:40.286821,1680739120,110,92,116,82,266,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 00:28:40.286821,1680740920,110,98,116,83,266,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 00:58:40.286821,1680742720,110,94,116,85,266,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 01:28:40.286821,1680744520,110,92,116,83,266,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 01:58:40.286821,1680746320,110,94,116,75,266,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 02:28:40.286821,1680748120,110,97,116,74,266,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 02:58:40.286821,1680749920,110,97,116,74,266,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 03:28:40.286821,1680751720,110,95,116,81,266,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 03:58:40.286821,1680753520,110,96,116,83,266,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 04:28:40.286821,1680755320,110,96,116,88,266,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 04:58:40.286821,1680757120,110,99,116,95,266,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 05:28:40.286821,1680758920,110,106,116,109,266,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 05:58:40.286821,1680760720,110,118,116,162,266,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 06:28:40.286821,1680762520,110,141,116,162,266,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 06:58:40.286821,1680764320,110,140,116,157,266,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 07:28:40.286821,1680766120,110,113,116,153,266,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 07:58:40.286821,1680767920,110,114,116,153,266,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 08:28:40.286821,1680769720,110,113,116,156,266,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 08:58:40.286821,1680771520,110,113,116,148,266,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 09:28:40.286821,1680773320,110,117,116,159,266,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 09:58:40.286821,1680775120,110,130,116,163,266,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 10:28:40.286821,1680776920,110,118,116,161,266,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 10:58:40.286821,1680778720,110,117,116,158,266,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 11:28:40.286821,1680780520,110,115,116,155,266,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 11:58:40.286821,1680782320,110,119,116,157,266,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 12:28:40.286821,1680784120,110,134,116,161,266,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 12:58:40.286821,1680785920,110,118,116,160,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 13:28:40.286821,1680787720,110,119,116,156,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 13:58:40.286821,1680789520,110,136,116,159,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 14:28:40.286821,1680791320,110,138,116,164,266,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 14:58:40.286821,1680793120,110,137,116,164,266,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 15:28:40.286821,1680794920,110,140,116,163,266,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 15:58:40.286821,1680796720,110,141,116,165,266,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 16:28:40.286821,1680798520,110,142,116,167,266,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 16:58:40.286821,1680800320,110,146,116,167,266,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 17:28:40.286821,1680802120,110,137,116,148,266,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 17:58:40.286821,1680803920,110,115,116,144,266,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 18:28:40.286821,1680805720,110,108,116,106,266,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 18:58:40.286821,1680807520,110,104,116,98,266,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 19:28:40.286821,1680809320,110,101,116,99,266,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 19:58:40.286821,1680811120,110,102,116,100,266,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 20:28:40.286821,1680812920,110,102,116,100,266,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 20:58:40.286821,1680814720,110,102,116,101,266,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 21:28:40.286821,1680816520,110,100,116,97,266,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 21:58:40.286821,1680818320,110,100,116,93,266,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 22:28:40.286821,1680820120,110,98,116,83,266,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 22:58:40.286821,1680821920,110,95,116,82,266,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 23:28:40.286821,1680823720,110,97,116,83,266,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-06 23:58:40.286821,1680825520,110,95,116,80,266,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 00:28:40.286821,1680827320,110,99,116,82,266,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 00:58:40.286821,1680829120,110,99,116,77,266,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 01:28:40.286821,1680830920,110,104,116,74,266,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 01:58:40.286821,1680832720,110,107,116,73,266,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 02:28:40.286821,1680834520,110,98,116,69,266,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 02:58:40.286821,1680836320,110,95,116,75,266,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 03:28:40.286821,1680838120,110,97,116,80,266,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 03:58:40.286821,1680839920,110,99,116,81,266,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 04:28:40.286821,1680841720,110,98,116,87,266,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 04:58:40.286821,1680843520,110,100,116,95,266,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 05:28:40.286821,1680845320,110,105,116,109,266,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 05:58:40.286821,1680847120,110,112,116,112,266,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 06:28:40.286821,1680848920,110,117,116,146,266,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 06:58:40.286821,1680850720,110,118,116,146,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 07:28:40.286821,1680852520,110,110,116,149,266,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 07:58:40.286821,1680854320,110,116,116,147,266,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 08:28:40.286821,1680856120,110,114,116,148,266,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 08:58:40.286821,1680857920,110,113,116,147,266,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 09:28:40.286821,1680859720,110,116,116,154,266,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 09:58:40.286821,1680861520,110,118,116,161,266,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 10:28:40.286821,1680863320,110,132,116,167,266,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 10:58:40.286821,1680865120,110,116,116,156,266,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 11:28:40.286821,1680866920,110,114,116,148,266,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 11:58:40.286821,1680868720,110,119,116,119,266,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 12:28:40.286821,1680870520,110,130,116,158,266,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 12:58:40.286821,1680872320,110,130,116,162,266,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 13:28:40.286821,1680874120,110,135,116,154,266,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 13:58:40.286821,1680875920,110,118,116,152,266,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 14:28:40.286821,1680877720,110,117,116,153,266,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 14:58:40.286821,1680879520,110,116,116,161,266,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 15:28:40.286821,1680881320,110,117,116,164,266,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 15:58:40.286821,1680883120,110,133,116,157,266,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 16:28:40.286821,1680884920,110,133,116,155,266,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 16:58:40.286821,1680886720,110,136,116,158,266,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 17:28:40.286821,1680888520,110,129,116,152,266,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 17:58:40.286821,1680890320,110,114,116,111,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 18:28:40.286821,1680892120,110,105,116,104,266,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 18:58:40.286821,1680893920,110,103,116,100,266,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 19:28:40.286821,1680895720,110,102,116,94,266,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 19:58:40.286821,1680897520,110,101,116,99,266,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 20:28:40.286821,1680899320,110,101,116,93,266,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 20:58:40.286821,1680901120,110,100,116,96,266,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 21:28:40.286821,1680902920,110,100,116,96,266,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 21:58:40.286821,1680904720,110,99,116,97,266,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 22:28:40.286821,1680906520,110,98,116,91,266,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 22:58:40.286821,1680908320,110,96,116,84,266,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 23:28:40.286821,1680910120,110,98,116,84,266,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-07 23:58:40.286821,1680911920,110,96,116,84,266,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 00:28:40.286821,1680913720,110,96,116,84,266,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 00:58:40.286821,1680915520,110,98,116,81,266,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 01:28:40.286821,1680917320,110,94,116,78,266,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 01:58:40.286821,1680919120,110,91,116,80,266,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 02:28:40.286821,1680920920,110,94,116,81,266,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 02:58:40.286821,1680922720,110,95,116,82,266,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 03:28:40.286821,1680924520,110,96,116,80,266,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 03:58:40.286821,1680926320,110,94,116,83,266,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 04:28:40.286821,1680928120,110,98,116,82,266,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 04:58:40.286821,1680929920,110,94,116,75,266,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 05:28:40.286821,1680931720,110,92,116,80,266,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 05:58:40.286821,1680933520,110,94,116,84,266,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 06:28:40.286821,1680935320,110,99,116,91,266,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 06:58:40.286821,1680937120,110,98,116,93,266,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 07:28:40.286821,1680938920,110,95,116,95,266,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 07:58:40.286821,1680940720,110,103,116,101,266,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 08:28:40.286821,1680942520,110,107,116,108,266,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 08:58:40.286821,1680944320,110,108,116,108,266,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 09:28:40.286821,1680946120,110,107,116,118,266,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 09:58:40.286821,1680947920,110,113,116,154,266,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 10:28:40.286821,1680949720,110,114,116,148,266,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 10:58:40.286821,1680951520,110,112,116,149,266,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 11:28:40.286821,1680953320,110,108,116,115,266,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 11:58:40.286821,1680955120,110,111,116,116,266,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 12:28:40.286821,1680956920,110,113,116,116,266,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 12:58:40.286821,1680958720,110,109,116,144,266,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 13:28:40.286821,1680960520,110,103,116,118,266,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 13:58:40.286821,1680962320,110,103,116,113,266,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 14:28:40.286821,1680964120,110,102,116,116,266,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 14:58:40.286821,1680965920,110,107,116,119,266,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 15:28:40.286821,1680967720,110,108,116,119,266,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 15:58:40.286821,1680969520,110,107,116,118,266,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 16:28:40.286821,1680971320,110,111,116,118,266,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 16:58:40.286821,1680973120,110,110,116,118,266,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-08 17:28:40.286821,1680974920,110,109,116,116,266,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
